elpuri
{
  DefaultArmStrength = 80;
  DefaultAgility = 25;
  DefaultEndurance = 20;
  DefaultPerception = 42;
  DefaultIntelligence = 45;
  DefaultWisdom = 35;
  DefaultCharisma = 2;
  DefaultMana = 35;
  TamingDifficulty = NO_TAMING;
  IsNameable = false;
  IsUnique = true;
  TotalVolume = 1000000;
  TorsoBitmapPos = 160, 64;
  TotalSize = 250;
  NameSingular = "Master Dark Frog";
  IsPolymorphable = false;
  CanBeGenerated = false;
  Alias == "Elpuri";
  CWeaponSkillHits == 1000;
  PanicLevel = 0;
  CanBeCloned = false;
  DefaultName = "Elpuri";
  HostileReplies == "@Dd roars horribly: \"DiE hUmAn!!\"";
  BloodMaterial = DARK_FROG_BLOOD;
  SkinColor = rgb16(60, 60, 60);
  ClassStates = INFRA_VISION|TELEPORT_CONTROL;
  BaseBiteStrength = 1500;
  FleshMaterial = ELPURI_FLESH;
  DeathMessage = "@Dd groans horribly and drops @sp head.";
  AttachedGod = SCABIES;
  CanTalk = true;
  CanBeConfused = false;
  AttackStyle = USE_HEAD;
  KnownCWeaponSkills == BITE;
  MoveType = WALK|SWIM;
  DestroysWalls = true;
  AllowUnconsciousness = false;
}
